날짜,코스피종가,날짜,코스닥종가,날짜,나스닥종가,날짜,환율종가,날짜,항셍종가
20160316,"1,974.90",20160316,693.44,20160428,"4,805.30",20160705,"1,159.05",20160318,"20,671.63"
20160315,"1,969.97",20160315,693.34,20160427,"4,863.10",20160704,"1,152.14",20160317,"20,503.81"
20160314,"1,972.27",20160314,691.05,20160426,"4,888.30",20160701,"1,150.00",20160316,"20,257.70"
20160311,"1,971.41",20160311,689.17,20160425,"4,895.80",20160630,"1,152.35",20160315,"20,288.77"
20160310,"1,969.33",20160310,687.6,20160422,"4,906.20",20160629,"1,154.32",20160314,"20,435.34"
20160309,"1,952.95",20160309,679.64,20160421,"4,945.90",20160628,"1,167.07",20160311,"20,199.60"
20160308,"1,946.12",20160308,674.32,20160420,"4,948.10",20160627,"1,180.55",20160310,"19,984.42"
20160307,"1,957.87",20160307,672.21,20160419,"4,940.30",20160624,"1,171.95",20160309,"19,996.26"
20160304,"1,955.63",20160304,673.84,20160418,"4,960.00",20160623,"1,141.75",20160308,"20,011.58"
20160303,"1,958.17",20160303,669.01,20160415,"4,938.20",20160622,"1,149.28",20160307,"20,159.72"
20160302,"1,947.42",20160302,662.25,20160414,"4,945.90",20160621,"1,153.55",20160304,"20,176.70"
20160229,"1,916.66",20160229,651.62,20160413,"4,947.40",20160620,"1,159.89",20160303,"19,941.76"
20160226,"1,920.16",20160226,649.3,20160412,"4,872.10",20160617,"1,170.46",20160302,"20,003.49"
20160225,"1,918.57",20160225,646.27,20160411,"4,833.40",20160616,"1,172.65",20160301,"19,407.46"
20160224,"1,912.53",20160224,643.98,20160408,"4,850.70",20160615,"1,169.14",20160229,"19,111.93"
20160223,"1,914.22",20160223,642.31,20160407,"4,848.40",20160614,"1,176.35",20160226,"19,364.15"
20160222,"1,916.36",20160222,650.14,20160406,"4,920.70",20160613,"1,172.44",20160225,"18,888.75"
20160219,"1,916.24",20160219,644.56,20160405,"4,843.90",20160610,"1,171.53",20160224,"19,192.45"
20160218,"1,908.84",20160218,638.43,20160404,"4,891.80",20160609,"1,159.35",20160223,"19,414.78"
20160217,"1,883.94",20160217,623.49,20160401,"4,914.50",20160608,"1,154.25",20160222,"19,464.09"
20160216,"1,888.30",20160216,634.95,20160331,"4,869.90",20160607,"1,156.30",20160219,"19,285.50"
20160215,"1,862.20",20160215,621.37,20160330,"4,869.30",20160606,"1,162.99",20160218,"19,363.08"
20160212,"1,835.28",20160212,608.45,20160329,"4,846.60",20160603,"1,163.55",20160217,"18,924.57"
20160211,"1,861.54",20160211,647.69,20160328,"4,766.80",20160602,"1,186.81",20160216,"19,122.08"
20160205,"1,917.79",20160205,681.31,20160324,"4,773.50",20160601,"1,192.37",20160215,"18,918.14"
20160204,"1,916.26",20160204,683.62,20160323,"4,768.90",20160531,"1,189.74",20160212,"18,319.58"
20160203,"1,890.67",20160203,680.94,20160322,"4,821.70",20160530,"1,193.39",20160211,"18,545.80"
20160202,"1,906.60",20160202,684.86,20160321,"4,808.90",20160527,"1,186.25",20160205,"19,288.17"
20160201,"1,924.82",20160201,685.55,20160318,"4,795.60",20160526,"1,180.05",20160204,"19,183.09"
20160129,"1,912.06",20160129,682.8,20160317,"4,775.00",20160525,"1,181.85",20160203,"18,991.59"
20160128,"1,906.94",20160128,681.29,20160316,"4,764.00",20160524,"1,188.24",20160202,"19,446.84"
20160127,"1,897.87",20160127,675.25,20160315,"4,728.70",20160523,"1,183.24",20160201,"19,595.50"
20160126,"1,871.69",20160126,678.85,20160314,"4,750.30",20160520,"1,186.20",20160129,"19,683.11"
20160125,"1,893.43",20160125,681.43,20160311,"4,748.50",20160519,"1,187.48",20160128,"19,195.83"
20160122,"1,879.43",20160122,670.95,20160310,"4,662.20",20160518,"1,189.55",20160127,"19,052.45"
20160121,"1,840.53",20160121,665.84,20160309,"4,674.40",20160517,"1,177.24",20160126,"18,860.80"
20160120,"1,845.45",20160120,669.68,20160308,"4,648.80",20160516,"1,178.20",20160125,"19,340.14"
20160119,"1,889.64",20160119,681.25,20160307,"4,708.30",20160513,"1,176.80",20160122,"19,080.51"
20160118,"1,878.45",20160118,683.63,20160304,"4,717.00",20160512,"1,170.35",20160121,"18,542.15"
20160115,"1,878.87",20160115,678.43,20160303,"4,707.40",20160511,"1,165.55",20160120,"18,886.30"
20160114,"1,900.01",20160114,683.19,20160302,"4,703.40",20160510,"1,170.94",20160119,"19,635.81"
20160113,"1,916.28",20160113,686.03,20160301,"4,689.60",20160509,"1,175.60",20160118,"19,237.45"
20160112,"1,890.86",20160112,671.3,20160229,"4,558.00",20160506,"1,169.30",20160115,"19,520.77"
20160111,"1,894.84",20160111,674.96,20160226,"4,590.50",20160505,"1,167.89",20160114,"19,817.41"
20160108,"1,917.62",20160108,682.56,20160225,"4,582.20",20160504,"1,167.10",20160113,"19,934.88"
20160107,"1,904.33",20160107,679.66,20160224,"4,542.60",20160503,"1,151.89",20160112,"19,711.76"
20160106,"1,925.43",20160106,687.27,20160223,"4,503.60",20160502,"1,137.10",20160111,"19,888.50"
20160105,"1,930.53",20160105,684.07,20160222,"4,570.60",20160429,"1,144.83",20160108,"20,453.71"
20160104,"1,918.76",20160104,677.79,20160219,"4,504.40",20160428,"1,137.60",20160107,"20,333.34"
20151230,"1,961.31",20151230,682.35,20160218,"4,487.50",20160427,"1,149.01",20160106,"20,980.81"
20151229,"1,966.31",20151229,673.22,20160217,"4,534.10",20160426,"1,147.90",20160105,"21,188.72"
20151228,"1,964.06",20151228,652.05,20160216,"4,436.00",20160425,"1,151.21",20160104,"21,327.12"
20151224,"1,990.65",20151224,656.53,20160212,"4,337.50",20160422,"1,149.99",20151231,"21,914.40"
20151223,"1,999.22",20151223,659.6,20160211,"4,266.80",20160421,"1,141.39",20151230,"21,882.15"
20151222,"1,992.56",20151222,663.42,20160210,"4,283.60",20160420,"1,133.74",20151229,"21,999.62"
20151221,"1,981.19",20151221,668.65,20160209,"4,268.80",20160419,"1,128.99",20151228,"21,919.62"
20151218,"1,975.32",20151218,667.45,20160208,"4,283.80",20160418,"1,144.28",20151224,"22,138.13"
20151217,"1,977.96",20151217,658.11,20160205,"4,363.10",20160415,"1,146.99",20151223,"22,040.59"
20151216,"1,969.40",20151216,647.27,20160204,"4,509.60",20160414,"1,153.74",20151222,"21,830.02"
20151215,"1,932.97",20151215,639.78,20160203,"4,504.20",20160413,"1,146.24",20151221,"21,791.68"
20151214,"1,927.82",20151214,630.37,20160202,"4,517.00",20160412,"1,143.89",20151218,"21,755.56"
20151211,"1,948.62",20151211,653.48,20160201,"4,620.40",20160411,"1,142.64",20151217,"21,872.06"
20151210,"1,952.07",20151210,658.08,20160129,"4,614.00",20160408,"1,151.64",20151216,"21,701.21"
20151209,"1,948.24",20151209,664.08,20160128,"4,506.70",20160407,"1,160.80",20151215,"21,274.37"
20151208,"1,949.04",20151208,668.42,20160127,"4,468.20",20160406,"1,155.84",20151214,"21,309.85"
20151207,"1,963.67",20151207,683.34,20160126,"4,567.70",20160405,"1,160.81",20151211,"21,464.05"
20151204,"1,974.40",20151204,685.77,20160125,"4,518.50",20160404,"1,152.16",20151210,"21,704.61"
20151203,"1,994.07",20151203,690.77,20160122,"4,591.20",20160401,"1,147.89",20151209,"21,803.76"
20151202,"2,009.29",20151202,690.32,20160121,"4,472.10",20160331,"1,144.97",20151208,"21,905.13"
20151201,"2,023.93",20151201,691.95,20160120,"4,471.70",20160330,"1,143.85",20151207,"22,203.22"
20151130,"1,991.97",20151130,688.38,20160119,"4,477.00",20160329,"1,155.74",20151204,"22,235.89"
20151127,"2,028.99",20151127,694.21,20160115,"4,488.40",20160328,"1,165.99",20151203,"22,417.01"
20151126,"2,030.68",20151126,693.42,20160114,"4,615.00",20160325,"1,169.05",20151202,"22,479.69"
20151125,"2,009.42",20151125,688.78,20160113,"4,526.10",20160324,"1,168.55",20151201,"22,381.35"
20151124,"2,016.29",20151124,687.86,20160112,"4,685.90",20160323,"1,168.85",20151130,"21,996.42"
20151123,"2,003.70",20151123,688.29,20160111,"4,638.00",20160322,"1,157.27",20151127,"22,068.32"
20151120,"1,989.86",20151120,685.16,20160108,"4,643.60",20160321,"1,161.30",20151126,"22,488.94"
20151119,"1,988.91",20151119,680.57,20160107,"4,689.40",20160318,"1,164.30",20151125,"22,498.00"
20151118,"1,962.88",20151118,670.67,20160106,"4,835.80",20160317,"1,154.94",20151124,"22,587.63"
20151117,"1,963.58",20151117,672.17,20160105,"4,891.40",20160316,"1,178.94",20151123,"22,665.90"
20151116,"1,943.02",20151116,659.2,20160104,"4,903.10",20160315,"1,194.94",20151120,"22,754.72"
20151113,"1,973.29",20151113,670.52,20151231,"5,007.40",20160314,"1,189.05",20151119,"22,500.22"
20151112,"1,993.36",20151112,672.99,20151230,"5,065.90",20160311,"1,187.90",20151118,"22,188.26"
20151111,"1,997.27",20151111,667.21,20151229,"5,107.90",20160310,"1,205.44",20151117,"22,264.25"
20151110,"1,996.59",20151110,656.7,20151228,"5,041.00",20160309,"1,209.85",20151116,"22,010.82"
20151109,"2,025.70",20151109,671.84,20151224,"5,048.50",20160308,"1,210.24",20151113,"22,396.14"
20151106,"2,041.07",20151106,694.21,20151223,"5,045.90",20160307,"1,199.89",20151112,"22,888.92"
20151105,"2,049.41",20151105,694.43,20151222,"5,001.10",20160304,"1,198.50",20151111,"22,352.17"
20151104,"2,052.77",20151104,686.18,20151221,"4,968.90",20160303,"1,212.07",20151110,"22,401.70"
20151103,"2,048.40",20151103,682.13,20151218,"4,923.10",20160302,"1,225.10",20151109,"22,726.77"
20151102,"2,035.24",20151102,680.01,20151217,"5,002.50",20160301,"1,229.35",20151106,"22,867.33"
20151030,"2,029.47",20151030,683.63,20151216,"5,071.10",20160229,"1,238.24",20151105,"23,051.04"
20151029,"2,034.16",20151029,690.63,20151215,"4,995.40",20160226,"1,243.13",20151104,"23,053.57"
20151028,"2,042.51",20151028,693.53,20151214,"4,952.20",20160225,"1,235.20",20151103,"22,568.43"
20151027,"2,044.65",20151027,688.32,20151211,"4,933.50",20160224,"1,232.71",20151102,"22,370.04"
20151026,"2,048.08",20151026,690.73,20151210,"5,045.20",20160223,"1,232.04",20151030,"22,640.04"
20151023,"2,040.40",20151023,681.97,20151209,"5,022.90",20160222,"1,224.44",20151029,"22,819.94"
20151022,"2,023.00",20151022,676.3,20151208,"5,098.20",20160219,"1,233.87",20151028,"22,956.57"
20151021,"2,042.98",20151021,686.5,20151207,"5,101.80",20160218,"1,228.94",20151027,"23,142.73"
20151020,"2,039.36",20151020,691.21,20151204,"5,142.30",20160217,"1,224.24",20151026,"23,116.25"
20151019,"2,030.27",20151019,684.29,20151203,"5,037.50",20160216,"1,218.91",20151023,"23,151.94"
20151016,"2,030.26",20151016,681.73,20151202,"5,123.20",20160215,"1,214.74",20151022,"22,845.37"
20151015,"2,033.27",20151015,676.05,20151201,"5,156.30",20160212,"1,207.00",20151020,"22,989.22"
20151014,"2,009.55",20151014,668.92,20151130,"5,108.70",20160211,"1,200.65",20151019,"23,075.61"
20151013,"2,019.05",20151013,672.82,20151127,"5,127.50",20160210,"1,189.05",20151016,"23,067.37"
20151012,"2,021.63",20151012,672.96,20151125,"5,116.10",20160209,"1,198.70",20151015,"22,888.17"
20151008,"2,019.53",20151008,674.97,20151124,"5,102.80",20160208,"1,204.05",20151014,"22,439.91"
20151007,"2,005.84",20151007,679.83,20151123,"5,102.50",20160205,"1,206.35",20151013,"22,600.46"
20151006,"1,990.65",20151006,689.06,20151120,"5,104.90",20160204,"1,191.94",20151012,"22,730.93"
20151005,"1,978.25",20151005,691.19,20151119,"5,073.60",20160203,"1,201.14",20151009,"22,458.80"
20151002,"1,969.68",20151002,686.42,20151118,"5,075.20",20160202,"1,212.48",20151008,"22,354.91"
20151001,"1,979.32",20151001,684.79,20151117,"4,986.00",20160201,"1,202.79",20151007,"22,515.76"
20150930,"1,962.81",20150930,678.48,20151116,"4,984.60",20160129,"1,208.11",20151006,"21,831.62"
20150925,"1,942.85",20150925,682.7,20151113,"4,927.90",20160128,"1,207.74",20151005,"21,854.50"
20150924,"1,947.10",20150924,683.88,20151112,"5,005.10",20160127,"1,208.79",20151002,"21,506.09"
20150923,"1,944.64",20150923,680.28,20151111,"5,067.00",20160126,"1,198.20",20150930,"20,846.30"
20150922,"1,982.06",20150922,693.67,20151110,"5,083.20",20160125,"1,199.70",20150929,"20,556.60"
20150921,"1,964.68",20150921,688.9,20151109,"5,095.30",20160122,"1,197.57",20150925,"21,186.32"
20150918,"1,995.95",20150918,690.18,20151106,"5,147.10",20160121,"1,203.76",20150924,"21,095.98"
20150917,"1,976.49",20150917,671.05,20151105,"5,127.70",20160120,"1,209.25",20150923,"21,302.91"
20150916,"1,975.45",20150916,676.48,20151104,"5,142.50",20160119,"1,207.49",20150922,"21,796.58"
20150915,"1,937.56",20150915,666.75,20151103,"5,145.10",20160118,"1,211.57",20150921,"21,756.93"
20150914,"1,931.46",20150914,662.88,20151102,"5,127.10",20160115,"1,214.81",20150918,"21,920.83"
20150911,"1,941.37",20150911,669.87,20151030,"5,053.80",20160114,"1,207.74",20150917,"21,854.63"
20150910,"1,962.11",20150910,668.29,20151029,"5,074.30",20160113,"1,210.24",20150916,"21,966.66"
20150909,"1,934.20",20150909,660.67,20151028,"5,095.70",20160112,"1,210.33",20150915,"21,455.23"
20150908,"1,878.68",20150908,638.22,20151027,"5,030.10",20160111,"1,204.76",20150914,"21,561.90"
20150907,"1,883.22",20150907,648.8,20151026,"5,034.70",20160108,"1,207.94",20150911,"21,504.37"
20150904,"1,886.04",20150904,650.45,20151023,"5,031.90",20160107,"1,197.29",20150910,"21,562.50"
20150903,"1,915.53",20150903,678.25,20151022,"4,920.00",20160106,"1,200.52",20150909,"22,131.31"
20150902,"1,915.22",20150902,678.02,20151021,"4,840.10",20160105,"1,190.81",20150908,"21,259.04"
20150901,"1,914.23",20150901,672.94,20151020,"4,881.00",20160104,"1,190.35",20150907,"20,583.52"
20150831,"1,941.49",20150831,687.11,20151019,"4,905.50",20160101,"1,175.45",20150904,"20,840.61"
20150828,"1,937.67",20150828,687.96,20151016,"4,886.70",20151231,"1,175.95",20150902,"20,934.94"
20150827,"1,908.00",20150827,673.71,20151015,"4,870.10",20151230,"1,177.51",20150901,"21,185.43"
20150826,"1,894.09",20150826,667.44,20151014,"4,782.90",20151229,"1,171.56",20150831,"21,670.58"
20150825,"1,846.63",20150825,645.43,20151013,"4,796.60",20151228,"1,168.85",20150828,"21,612.39"
20150824,"1,829.81",20150824,613.33,20151012,"4,838.60",20151225,"1,170.95",20150827,"21,838.54"
20150821,"1,876.07",20150821,627.05,20151009,"4,830.50",20151224,"1,170.03",20150826,"21,080.39"
20150820,"1,914.55",20150820,656.71,20151008,"4,810.80",20151223,"1,174.02",20150825,"21,404.96"
20150819,"1,939.38",20150819,670.55,20151007,"4,791.10",20151222,"1,171.72",20150824,"21,251.57"
20150818,"1,956.26",20150818,699.8,20151006,"4,748.40",20151221,"1,174.46",20150821,"22,409.62"
20150817,"1,968.52",20150817,722.01,20151005,"4,781.30",20151218,"1,182.43",20150820,"22,757.47"
20150813,"1,983.46",20150813,731.36,20151002,"4,707.80",20151217,"1,185.04",20150819,"23,167.85"
20150812,"1,975.47",20150812,717.2,20151001,"4,627.10",20151216,"1,172.02",20150818,"23,474.97"
20150811,"1,986.65",20150811,732.26,20150930,"4,620.20",20151215,"1,174.69",20150817,"23,814.65"
20150810,"2,003.17",20150810,746.34,20150929,"4,517.30",20151214,"1,184.32",20150814,"23,991.03"
20150807,"2,010.23",20150807,751.49,20150928,"4,544.00",20151211,"1,187.58",20150813,"24,018.80"
20150806,"2,013.29",20150806,747.74,20150925,"4,686.50",20151210,"1,179.06",20150812,"23,916.02"
20150805,"2,029.76",20150805,741.26,20150924,"4,734.50",20151209,"1,181.96",20150811,"24,498.21"
20150804,"2,027.99",20150804,730.03,20150923,"4,752.70",20151208,"1,180.49",20150810,"24,521.12"
20150803,"2,008.49",20150803,714.34,20150922,"4,756.70",20151207,"1,176.35",20150807,"24,552.47"
20150731,"2,030.16",20150731,725.06,20150921,"4,829.00",20151204,"1,163.64",20150806,"24,375.28"
20150730,"2,019.03",20150730,712.86,20150918,"4,827.20",20151203,"1,154.02",20150805,"24,514.16"
20150729,"2,037.62",20150729,730.47,20150917,"4,894.00",20151202,"1,163.01",20150804,"24,406.12"
20150728,"2,039.10",20150728,745.24,20150916,"4,889.20",20151201,"1,155.69",20150803,"24,411.42"
20150727,"2,038.81",20150727,751.04,20150915,"4,860.50",20151130,"1,160.61",20150731,"24,636.28"
20150724,"2,045.96",20150724,776.26,20150914,"4,805.80",20151127,"1,156.83",20150730,"24,497.98"
20150723,"2,065.07",20150723,776.99,20150911,"4,822.30",20151126,"1,148.88",20150729,"24,619.45"
20150722,"2,064.73",20150722,776.57,20150910,"4,796.30",20151125,"1,144.21",20150728,"24,503.94"
20150721,"2,083.62",20150721,781.99,20150909,"4,756.50",20151124,"1,146.72",20150727,"24,351.96"
20150720,"2,073.31",20150720,782.64,20150908,"4,811.90",20151123,"1,158.86",20150724,"25,128.51"
20150717,"2,076.79",20150717,773.23,20150904,"4,683.90",20151120,"1,154.62",20150723,"25,398.85"
20150716,"2,087.89",20150716,774.4,20150903,"4,733.50",20151119,"1,155.66",20150722,"25,282.62"
20150715,"2,072.91",20150715,761.59,20150902,"4,750.00",20151118,"1,166.30",20150721,"25,536.43"
20150714,"2,059.23",20150714,757.12,20150901,"4,636.10",20151117,"1,169.77",20150720,"25,404.81"
20150713,"2,061.52",20150713,749.46,20150831,"4,776.50",20151116,"1,169.64",20150717,"25,415.27"
20150710,"2,031.17",20150710,730.72,20150828,"4,828.30",20151113,"1,170.34",20150716,"25,162.78"
20150709,"2,027.81",20150709,726.01,20150827,"4,812.70",20151112,"1,159.28",20150715,"25,055.76"
20150708,"2,016.21",20150708,726.22,20150826,"4,697.50",20151111,"1,155.23",20150714,"25,120.91"
20150707,"2,040.29",20150707,729.64,20150825,"4,506.50",20151110,"1,158.93",20150713,"25,224.01"
20150706,"2,053.93",20150706,752.01,20150824,"4,526.30",20151109,"1,158.79",20150710,"24,901.28"
20150703,"2,104.41",20150703,769.26,20150821,"4,706.00",20151106,"1,152.78",20150709,"24,392.79"
20150702,"2,107.33",20150702,768.67,20150820,"4,877.50",20151105,"1,137.91",20150708,"23,516.56"
20150701,"2,097.89",20150701,760.67,20150819,"5,019.00",20151104,"1,135.25",20150707,"24,975.31"
20150630,"2,074.20",20150630,742.27,20150818,"5,059.40",20151103,"1,129.91",20150706,"25,236.28"
20150629,"2,060.49",20150629,733.04,20150817,"5,091.70",20151102,"1,138.38",20150703,"26,064.11"
20150626,"2,090.26",20150626,750.5,20150814,"5,048.20",20151030,"1,141.16",20150702,"26,282.32"
20150625,"2,085.06",20150625,753.66,20150813,"5,033.60",20151029,"1,142.19",20150630,"26,250.03"
20150624,"2,085.53",20150624,746.62,20150812,"5,044.40",20151028,"1,145.60",20150629,"25,966.98"
20150623,"2,081.20",20150623,739.82,20150811,"5,036.80",20151027,"1,136.14",20150626,"26,663.87"
20150622,"2,055.16",20150622,734.61,20150810,"5,101.80",20151026,"1,129.63",20150625,"27,145.75"
20150619,"2,046.96",20150619,729.92,20150807,"5,043.50",20151023,"1,136.01",20150624,"27,404.97"
20150618,"2,041.88",20150618,725.2,20150806,"5,056.40",20151022,"1,130.36",20150623,"27,333.46"
20150617,"2,034.86",20150617,718.61,20150805,"5,139.90",20151021,"1,140.07",20150622,"27,080.85"
20150616,"2,028.72",20150616,706.28,20150804,"5,105.50",20151020,"1,131.49",20150619,"26,760.53"
20150615,"2,042.32",20150615,705.85,20150803,"5,115.40",20151019,"1,132.06",20150618,"26,694.66"
20150612,"2,052.17",20150612,712.4,20150731,"5,128.30",20151016,"1,131.44",20150617,"26,753.79"
20150611,"2,056.61",20150611,717,20150730,"5,128.80",20151015,"1,123.04",20150616,"26,566.70"
20150610,"2,051.32",20150610,718.23,20150729,"5,111.70",20151014,"1,137.01",20150615,"26,861.81"
20150609,"2,064.03",20150609,722.51,20150728,"5,089.20",20151013,"1,150.29",20150612,"27,280.54"
20150608,"2,065.19",20150608,716.43,20150727,"5,039.80",20151012,"1,144.16",20150611,"26,907.85"
20150605,"2,068.10",20150605,707.27,20150724,"5,088.60",20151009,"1,148.05",20150610,"26,687.64"
20150604,"2,072.86",20150604,704.56,20150723,"5,146.40",20151008,"1,152.98",20150609,"26,989.52"
20150603,"2,063.16",20150603,696.97,20150722,"5,171.80",20151007,"1,158.81",20150608,"27,316.28"
20150602,"2,078.64",20150602,704.77,20150721,"5,208.10",20151006,"1,161.58",20150605,"27,260.16"
20150601,"2,102.37",20150601,715.73,20150720,"5,218.90",20151005,"1,161.01",20150604,"27,551.89"
20150529,"2,114.80",20150529,711.39,20150717,"5,210.10",20151002,"1,173.10",20150603,"27,657.47"
20150528,"2,110.89",20150528,709.01,20150716,"5,163.20",20151001,"1,178.71",20150602,"27,466.72"
20150527,"2,107.50",20150527,699.19,20150715,"5,098.90",20150930,"1,185.29",20150601,"27,597.16"
20150526,"2,143.50",20150526,708.66,20150714,"5,104.90",20150929,"1,196.02",20150529,"27,424.19"
20150522,"2,146.10",20150522,713.54,20150713,"5,071.50",20150928,"1,196.04",20150528,"27,454.31"
20150521,"2,122.81",20150521,715.64,20150710,"4,997.70",20150925,"1,193.07",20150527,"28,081.21"
20150520,"2,139.54",20150520,713.95,20150709,"4,922.40",20150924,"1,191.14",20150526,"28,249.86"
20150519,"2,120.85",20150519,706.79,20150708,"4,909.80",20150923,"1,194.94",20150522,"27,992.83"
20150518,"2,113.72",20150518,703.25,20150707,"4,997.50",20150922,"1,185.56",20150521,"27,523.72"
20150515,"2,106.50",20150515,705.4,20150706,"4,991.90",20150921,"1,178.45",20150520,"27,585.05"
20150514,"2,120.33",20150514,699.27,20150702,"5,009.20",20150918,"1,173.04",20150519,"27,693.54"
20150513,"2,114.16",20150513,692.23,20150701,"5,013.10",20150917,"1,166.89",20150518,"27,591.25"
20150512,"2,096.77",20150512,686.74,20150630,"4,986.90",20150916,"1,170.22",20150515,"27,822.28"
20150511,"2,097.38",20150511,692.29,20150629,"4,958.50",20150915,"1,179.13",20150514,"27,286.55"
20150508,"2,085.52",20150508,681.69,20150626,"5,080.50",20150914,"1,182.83",20150513,"27,249.28"
20150507,"2,091.00",20150507,673.08,20150625,"5,112.20",20150911,"1,182.69",20150512,"27,407.18"
20150506,"2,104.58",20150506,665.94,20150624,"5,122.40",20150910,"1,182.93",20150511,"27,718.20"
20150504,"2,132.23",20150504,677.9,20150623,"5,160.10",20150909,"1,191.51",20150508,"27,577.34"
20150430,"2,127.17",20150430,689.01,20150622,"5,154.00",20150908,"1,194.96",20150507,"27,289.97"
20150429,"2,142.63",20150429,695.69,20150619,"5,117.00",20150907,"1,203.40",20150506,"27,640.91"
20150428,"2,147.67",20150428,696.79,20150618,"5,133.00",20150904,"1,201.33",20150505,"27,755.54"
20150427,"2,157.54",20150427,699.39,20150617,"5,064.90",20150903,"1,191.04",20150504,"28,123.82"
20150424,"2,159.80",20150424,690.74,20150616,"5,055.50",20150902,"1,184.08",20150430,"28,133.00"
20150423,"2,173.41",20150423,692.48,20150615,"5,030.00",20150901,"1,180.05",20150429,"28,400.34"
20150422,"2,143.89",20150422,703.34,20150612,"5,051.10",20150831,"1,182.82",20150428,"28,442.75"
20150421,"2,144.79",20150421,714.52,20150611,"5,082.50",20150828,"1,179.87",20150427,"28,433.59"
20150420,"2,146.71",20150420,706.96,20150610,"5,076.70",20150827,"1,174.13",20150424,"28,060.98"
20150417,"2,143.50",20150417,706.9,20150609,"5,013.90",20150826,"1,183.20",20150423,"27,827.70"
20150416,"2,139.90",20150416,698.31,20150608,"5,021.60",20150825,"1,190.95",20150422,"27,933.85"
20150415,"2,119.96",20150415,694.44,20150605,"5,068.50",20150824,"1,190.94",20150421,"27,850.49"
20150414,"2,111.72",20150414,684.97,20150604,"5,059.10",20150821,"1,195.85",20150420,"27,094.93"
20150413,"2,098.92",20150413,689.39,20150603,"5,099.20",20150820,"1,184.93",20150417,"27,653.12"
20150410,"2,087.76",20150410,682.02,20150602,"5,076.50",20150819,"1,184.16",20150416,"27,739.71"
20150409,"2,058.87",20150409,676.96,20150601,"5,082.90",20150818,"1,186.07",20150415,"27,618.82"
20150408,"2,059.26",20150408,668.03,20150529,"5,070.00",20150817,"1,183.36",20150414,"27,561.49"
20150407,"2,047.03",20150407,666.83,20150528,"5,098.00",20150814,"1,179.33",20150413,"28,016.34"
20150406,"2,046.43",20150406,662.15,20150527,"5,106.60",20150813,"1,178.51",20150410,"27,272.39"
20150403,"2,045.42",20150403,658.04,20150526,"5,032.80",20150812,"1,173.58",20150409,"26,944.39"
20150402,"2,029.07",20150402,650.57,20150522,"5,089.40",20150811,"1,179.23",20150408,"26,236.86"
20150401,"2,028.45",20150401,650.23,20150521,"5,090.80",20150810,"1,159.20",20150402,"25,275.64"
20150331,"2,041.03",20150331,650.49,20150520,"5,071.70",20150807,"1,164.70",20150401,"25,082.75"
20150330,"2,030.04",20150330,646.74,20150519,"5,070.00",20150806,"1,163.68",20150331,"24,900.89"
20150327,"2,019.80",20150327,640.12,20150518,"5,078.40",20150805,"1,173.91",20150330,"24,855.12"
20150326,"2,022.56",20150326,642.53,20150515,"5,048.30",20150804,"1,169.37",20150327,"24,486.20"
20150325,"2,042.81",20150325,651.05,20150514,"5,050.80",20150803,"1,171.04",20150326,"24,497.08"
20150324,"2,041.37",20150324,641.87,20150513,"4,981.70",20150731,"1,166.67",20150325,"24,528.23"
20150323,"2,036.59",20150323,640.29,20150512,"4,976.20",20150730,"1,173.17",20150324,"24,399.60"
20150320,"2,037.24",20150320,640.08,20150511,"4,993.60",20150729,"1,162.04",20150323,"24,494.51"
20150319,"2,037.89",20150319,631.81,20150508,"5,003.50",20150728,"1,160.46",20150320,"24,375.24"
20150318,"2,028.45",20150318,628.99,20150507,"4,945.50",20150727,"1,167.56",20150319,"24,468.89"
20150317,"2,029.91",20150317,636.05,20150506,"4,919.60",20150724,"1,170.35",20150318,"24,120.08"
20150316,"1,987.33",20150316,635.4,20150505,"4,939.30",20150723,"1,162.13",20150317,"23,901.49"
20150313,"1,985.79",20150313,634.25,20150504,"5,016.90",20150722,"1,157.04",20150316,"23,949.55"
20150312,"1,970.59",20150312,628.15,20150501,"5,005.40",20150721,"1,148.84",20150313,"23,823.21"
20150311,"1,980.83",20150311,619.61,20150430,"4,941.40",20150720,"1,156.70",20150312,"23,797.96"
20150310,"1,984.77",20150310,621.99,20150429,"5,023.60",20150717,"1,150.18",20150311,"23,717.97"
20150309,"1,992.82",20150309,629.26,20150428,"5,055.40",20150716,"1,146.79",20150310,"23,896.98"
20150306,"2,012.94",20150306,635.84,20150427,"5,060.30",20150715,"1,147.51",20150309,"24,123.05"
20150305,"1,998.38",20150305,631.43,20150424,"5,092.10",20150714,"1,143.21",20150306,"24,164.00"
20150304,"1,998.29",20150304,630.35,20150423,"5,056.10",20150713,"1,136.59",20150305,"24,193.04"
20150303,"2,001.38",20150303,625.64,20150422,"5,035.20",20150710,"1,131.20",20150304,"24,465.38"
20150302,"1,996.81",20150302,621.81,20150421,"5,014.10",20150709,"1,132.22",20150303,"24,702.78"
20150227,"1,985.80",20150227,624.56,20150420,"4,994.60",20150708,"1,135.53",20150302,"24,887.44"
20150226,"1,993.08",20150226,617.08,20150417,"4,931.80",20150707,"1,134.80",20150227,"24,823.29"
20150225,"1,990.47",20150225,616.57,20150416,"5,007.80",20150706,"1,126.09",20150226,"24,902.06"
20150224,"1,976.12",20150224,621.31,20150415,"5,011.00",20150703,"1,122.60",20150225,"24,778.28"
